,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
335,MLS Listing,,Single Family Residential,438 29th St,San Francisco,CA,94131,4388888,4.0,3.5,Noe Valley,3766.0,2848.0,1900.0,73.0,1165.0,,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/438-29th-St-94131/home/1363562,San Francisco MLS,492252,N,Y,37.743754,-122.4298
336,MLS Listing,,Condo/Co-op,101 Lombard St #28,San Francisco,CA,94111,929000,1.0,1.0,North Waterfront,864.0,,1983.0,74.0,1075.0,748.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-28/home/540090,San Francisco MLS,492314,N,Y,37.8034687,-122.4040783
337,MLS Listing,,Condo/Co-op,2220 California St,San Francisco,CA,94115,3589000,4.0,4.0,Pacific Heights,3350.0,,1907.0,75.0,1071.0,567.0,Active,,,http://www.redfin.com/CA/San-Francisco/2220-California-St-94115/home/1755241,San Francisco MLS,492429,N,Y,37.789566,-122.431033
338,MLS Listing,,Condo/Co-op,466 Vallejo St,San Francisco,CA,94133,3900000,4.0,3.5,Telegraph Hill,2766.0,,1900.0,75.0,1410.0,1306.0,Active,January-25-2020 11:00 AM,January-25-2020 01:00 PM,http://www.redfin.com/CA/San-Francisco/466-Vallejo-St-94133/home/866710,San Francisco MLS,491778,N,Y,37.799369,-122.40522
339,MLS Listing,,Townhouse,1812 Pacific Ave,San Francisco,CA,94109,2345000,3.0,2.5,Pacific Heights,,,2009.0,75.0,,360.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1812-Pacific-Ave-94109/home/21506813,San Francisco MLS,492297,N,Y,37.7948128,-122.4256762
340,MLS Listing,,Condo/Co-op,333 Beale St Unit 8I,San Francisco,CA,94105,1399000,1.0,2.0,South Beach,988.0,,2015.0,75.0,1416.0,1150.0,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-8I/home/109684889,San Francisco MLS,492403,N,Y,37.7884937,-122.3918797
341,MLS Listing,,Multi-Family (2-4 Unit),15-17 States St,San Francisco,CA,94114,2488000,4.0,2.0,San Francisco,2420.0,2604.0,1957.0,75.0,1028.0,,Active,,,http://www.redfin.com/CA/San-Francisco/15-States-St-94114/home/1316299,Bridge MLS,40888421,N,Y,37.7632211,-122.4357662
342,MLS Listing,,Multi-Family (5+ Unit),2799 Sacramento St,San Francisco,CA,94115,7750000,15.0,,Pacific Heights,13800.0,4220.0,1900.0,76.0,562.0,,Active,,,http://www.redfin.com/CA/San-Francisco/2799-Sacramento-St-94115/home/114081148,San Francisco MLS,492342,N,Y,37.7890936,-122.4387487
343,MLS Listing,,Single Family Residential,615 Missouri St,San Francisco,CA,94107,3395000,3.0,2.0,Potrero Hill,1990.0,1873.0,1925.0,76.0,1706.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/615-Missouri-St-94107/home/1131874,San Francisco MLS,492129,N,Y,37.7585564,-122.39592079999998
344,MLS Listing,,Condo/Co-op,1568 Union St #101,San Francisco,CA,94123,1495000,2.0,2.0,Cow Hollow,,,1994.0,77.0,,674.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1568-Union-St-94123/unit-101/home/2012599,San Francisco MLS,492319,N,Y,37.798654,-122.4252189
345,MLS Listing,,Multi-Family (5+ Unit),570-580 Bush St,San Francisco,CA,94108,6500000,5.0,,Financial District,5685.0,2567.0,1992.0,77.0,1143.0,,Active,,,http://www.redfin.com/CA/San-Francisco/570-Bush-St-94108/home/21857765,San Francisco MLS,492308,N,Y,37.7905663,-122.4067249
346,MLS Listing,,Vacant Land,462 Prentiss St,San Francisco,CA,94110,1450000,,,Bernal Heights,,1750.0,,77.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/462-Prentiss-St-94110/home/23470015,San Francisco MLS,492253,N,Y,37.7374719,-122.4123897
347,MLS Listing,,Condo/Co-op,1840 Washington St #702,San Francisco,CA,94109,1649000,2.0,2.0,Pacific Heights,985.0,,2012.0,77.0,1674.0,565.0,Active,,,http://www.redfin.com/CA/San-Francisco/1840-Washington-St-94109/unit-702/home/45438583,San Francisco MLS,492307,N,Y,37.79321229999999,-122.4237457
348,MLS Listing,,Single Family Residential,2006 24th Ave,San Francisco,CA,94116,1099000,3.0,1.0,Parkside,977.0,1437.0,1943.0,78.0,1125.0,,Active,,,http://www.redfin.com/CA/San-Francisco/2006-24th-Ave-94116/home/649154,San Francisco MLS,492210,N,Y,37.7500824,-122.48136370000002
349,MLS Listing,,Condo/Co-op,388 Faxon Ave #8,San Francisco,CA,94112,899888,2.0,2.0,San Francisco,1263.0,,1985.0,79.0,713.0,320.0,Active,,,http://www.redfin.com/CA/San-Francisco/388-Faxon-Ave-94112/unit-8/home/1017746,Bridge MLS,40888037,N,Y,37.7213762,-122.4597121
350,MLS Listing,,Single Family Residential,3330 Alameda De Las Pulgas,MENLO PARK,CA,94025,2488000,4.0,2.0,MENLO PARK,2020.0,6655.0,1921.0,5.0,1232.0,,Active,January-25-2020 01:00 PM,January-25-2020 05:00 PM,http://www.redfin.com/CA/Menlo-Park/3330-Alameda-de-las-Pulgas-94025/home/1445674,MLSListings,ML81779411,N,Y,37.4336934,-122.2056211
351,MLS Listing,,Single Family Residential,211 Laurel St,MENLO PARK,CA,94025,2875000,3.0,2.0,MENLO PARK,1870.0,7820.0,1954.0,5.0,1537.0,,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/211-Laurel-St-94025/home/861288,MLSListings,ML81779403,N,Y,37.451035,-122.1708576
352,MLS Listing,,Single Family Residential,166 Encinal Ave,ATHERTON,CA,94027,6998000,6.0,4.5,ATHERTON,5210.0,40598.0,1953.0,5.0,1343.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Atherton/166-Encinal-Ave-94027/home/1809130,MLSListings,ML81779399,N,Y,37.4626169,-122.1861124
353,MLS Listing,,Condo/Co-op,101 Alma St #405,PALO ALTO,CA,94301,1848000,3.0,3.0,PALO ALTO,1845.0,,1960.0,5.0,1002.0,1427.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Palo-Alto/101-Alma-St-94301/unit-405/home/590960,MLSListings,ML81779393,N,Y,37.4469529,-122.1680444
354,MLS Listing,,Condo/Co-op,1155 Merrill St #305,MENLO PARK,CA,94025,1599000,3.0,2.0,MENLO PARK,1598.0,,2002.0,7.0,1001.0,738.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/1155-Merrill-St-94025/unit-305/home/1007868,MLSListings,ML81779191,N,Y,37.454694,-122.1833909
355,MLS Listing,,Single Family Residential,1108 Henderson Ave,MENLO PARK,CA,94025,1185888,3.0,1.0,MENLO PARK,1310.0,4720.0,1954.0,8.0,905.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/1108-Henderson-Ave-94025/home/1324276,MLSListings,ML81779029,N,Y,37.4729668,-122.1607901
356,MLS Listing,,Single Family Residential,565 Olive St,MENLO PARK,CA,94025,3988000,5.0,3.0,MENLO PARK,2790.0,10174.0,1952.0,9.0,1429.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/565-Olive-St-94025/home/2058209,MLSListings,ML81778891,N,Y,37.4374281,-122.1887728
357,MLS Listing,,Single Family Residential,765 Cotton St,MENLO PARK,CA,94025,6788000,6.0,4.5,MENLO PARK,5088.0,10710.0,2003.0,9.0,1334.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/765-Cotton-St-94025/home/1837328,MLSListings,ML81778889,N,Y,37.4401821,-122.189571
358,MLS Listing,,Single Family Residential,3 Helen Pl,MENLO PARK,CA,94025,4750000,5.0,3.5,MENLO PARK,3040.0,10600.0,1951.0,9.0,1563.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/3-Helen-Pl-94025/home/890312,MLSListings,ML81778888,N,Y,37.4413751,-122.1858906
359,MLS Listing,,Single Family Residential,693 9th Ave,MENLO PARK,CA,94025,1529000,3.0,1.5,MENLO PARK,1260.0,7169.0,1953.0,12.0,1213.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/693-9th-Ave-94025/home/1667773,MLSListings,ML81778775,N,Y,37.4763696,-122.1977737
360,MLS Listing,,Single Family Residential,623 Woodland Ave,MENLO PARK,CA,94025,2795000,3.0,3.0,MENLO PARK,1630.0,10932.0,1950.0,12.0,1715.0,,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/623-Woodland-Ave-94025/home/1015753,MLSListings,ML81778714,N,Y,37.4551895,-122.1602578
361,MLS Listing,,Townhouse,1260 Trinity Dr,MENLO PARK,CA,94025,2295000,3.0,2.5,MENLO PARK,2700.0,2848.0,1986.0,13.0,850.0,600.0,Active,,,http://www.redfin.com/CA/Menlo-Park/1260-Trinity-Dr-94025/home/1214378,MLSListings,ML81778615,N,Y,37.430316,-122.213425
362,MLS Listing,,Condo/Co-op,675 Sharon Park Dr #143,MENLO PARK,CA,94025,1248000,3.0,2.0,MENLO PARK,1411.0,,1968.0,13.0,884.0,814.0,Active,,,http://www.redfin.com/CA/Menlo-Park/675-Sharon-Park-Dr-94025/unit-143/home/1646556,MLSListings,ML81778574,N,Y,37.422406,-122.20090729999998
363,MLS Listing,,Single Family Residential,1080 Klamath Dr,MENLO PARK,CA,94025,3888000,4.0,4.0,MENLO PARK,4243.0,15860.0,2006.0,14.0,916.0,,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/1080-Klamath-Dr-94025/home/899579,MLSListings,ML81778464,N,Y,37.4253895,-122.2118055
364,MLS Listing,,Condo/Co-op,803 Curtis St,MENLO PARK,CA,94025,1449000,2.0,2.5,MENLO PARK,1218.0,22598.0,1981.0,20.0,1190.0,300.0,Active,January-25-2020 01:30 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/803-Curtis-St-94025/home/1944903,MLSListings,ML81777986,N,Y,37.450673,-122.18116840000002
365,MLS Listing,,Single Family Residential,1395 Santa Cruz Ave,MENLO PARK,CA,94025,2850000,3.0,1.5,MENLO PARK,1843.0,11990.0,1952.0,37.0,1546.0,,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/1395-Santa-Cruz-Ave-94025/home/1634166,MLSListings,ML81777444,N,Y,37.4420599,-122.19214270000002
366,MLS Listing,,Single Family Residential,1015 Laurel Ave,EAST PALO ALTO,CA,94303,1150000,5.0,3.0,EAST PALO ALTO,1991.0,6500.0,1953.0,40.0,578.0,,Active,,,http://www.redfin.com/CA/East-Palo-Alto/1015-Laurel-Ave-94303/home/1342264,MLSListings,ML81777314,N,Y,37.4690749,-122.152762
367,MLS Listing,,Single Family Residential,916 Hermosa Way,MENLO PARK,CA,94025,4900000,5.0,3.0,MENLO PARK,3300.0,21708.0,1981.0,40.0,1485.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/916-Hermosa-Way-94025/home/1943131,MLSListings,ML81777271,N,Y,37.442355,-122.189664
368,MLS Listing,,Single Family Residential,1280 Lincoln Ave,PALO ALTO,CA,94301,4385000,4.0,4.0,PALO ALTO,3073.0,10062.0,1925.0,48.0,1427.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Palo-Alto/1280-Lincoln-Ave-94301/home/1715098,MLSListings,ML81776516,N,Y,37.4552749,-122.1467072
369,MLS Listing,,Single Family Residential,2098 Cedar Ave,MENLO PARK,CA,94025,3100000,4.0,3.0,MENLO PARK,2968.0,5664.0,1922.0,48.0,1044.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/2098-Cedar-Ave-94025/home/1718828,MLSListings,ML81776758,N,Y,37.4347932,-122.2066851
370,MLS Listing,,Single Family Residential,109 Webster St,PALO ALTO,CA,94301,1400000,1.0,1.0,PALO ALTO,692.0,2177.0,1934.0,49.0,2023.0,,Active,,,http://www.redfin.com/CA/Palo-Alto/109-Webster-St-94301/home/1446170,MLSListings,ML81776715,N,Y,37.452726,-122.1626972
371,MLS Listing,,Multi-Family (2-4 Unit),3390 Glendale Ave,MENLO PARK,CA,94025,2125000,,,MENLO PARK,3660.0,6300.0,1978.0,77.0,581.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/3390-Glendale-Ave-94025/home/1767512,MLSListings,ML81774787,N,Y,37.468409,-122.204522
372,MLS Listing,,Single Family Residential,1700 Bay Laurel Dr,MENLO PARK,CA,94025,5895000,5.0,2.5,MENLO PARK,3693.0,13146.0,1948.0,82.0,1596.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/1700-Bay-Laurel-Dr-94025/home/2051552,MLSListings,ML81774305,N,Y,37.43423610000001,-122.1868883
373,MLS Listing,,Single Family Residential,1866 Valparaiso Ave,MENLO PARK,CA,94025,3095000,1.0,1.0,MENLO PARK,400.0,16860.0,1940.0,89.0,7738.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/1866-Valparaiso-Ave-94025/home/1222005,MLSListings,ML81773766,N,Y,37.4380945,-122.2033853
374,MLS Listing,,Single Family Residential,5 Brent Ct,MENLO PARK,CA,94025,3995000,4.0,4.5,MENLO PARK,4500.0,6500.0,1975.0,100.0,888.0,889.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Menlo-Park/5-Brent-Ct-94025/home/899584,MLSListings,ML81772319,N,Y,37.4250297,-122.2100322
375,MLS Listing,,Multi-Family (2-4 Unit),743 Roble Ave,MENLO PARK,CA,94025,3988888,8.0,,MENLO PARK,4340.0,7452.0,1956.0,100.0,919.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/743-Roble-Ave-94025/home/891284,MLSListings,ML81772293,N,Y,37.4494413,-122.1807912
376,MLS Listing,,Single Family Residential,1290 Bay Laurel Dr,MENLO PARK,CA,94025,5395000,4.0,2.5,MENLO PARK,1880.0,20900.0,1948.0,104.0,2870.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/1290-Bay-Laurel-Dr-94025/home/1408135,MLSListings,ML81772010,N,Y,37.439223,-122.1838509
377,MLS Listing,,Single Family Residential,452 5th Ave,REDWOOD CITY,CA,94063,1999000,8.0,3.0,REDWOOD CITY,2700.0,9000.0,1900.0,108.0,740.0,,Active,,,http://www.redfin.com/CA/Redwood-City/452-Fifth-Ave-94063/home/11894073,MLSListings,ML81771442,N,Y,37.47358679999999,-122.2032935
378,MLS Listing,,Condo/Co-op,675 Sharon Park Dr #316,MENLO PARK,CA,94025,749000,1.0,1.0,MENLO PARK,739.0,232738.0,1968.0,108.0,1014.0,439.0,Active,,,http://www.redfin.com/CA/Menlo-Park/675-Sharon-Park-Dr-94025/unit-316/home/1235280,MLSListings,ML81771439,N,Y,37.422406,-122.20090729999998
379,MLS Listing,,Single Family Residential,725 Evergreen St,MENLO PARK,CA,94025,3800000,4.0,2.5,MENLO PARK,1640.0,10010.0,1950.0,114.0,2317.0,,Active,January-25-2020 10:30 AM,January-25-2020 02:30 PM,http://www.redfin.com/CA/Menlo-Park/725-Evergreen-St-94025/home/888369,MLSListings,ML81770600,N,Y,37.43552929999999,-122.1927413
380,MLS Listing,,Single Family Residential,111 Baywood Ave,MENLO PARK,CA,94025,2498000,3.0,2.0,MENLO PARK,2459.0,7400.0,1925.0,117.0,1016.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/111-Baywood-Ave-94025/home/1882332,MLSListings,ML81770338,N,Y,37.45435300000001,-122.16251979999998
381,MLS Listing,,Single Family Residential,60 Gloria Cir,MENLO PARK,CA,94025,3958000,4.0,3.0,MENLO PARK,2960.0,10543.0,1997.0,119.0,1337.0,,Active,,,http://www.redfin.com/CA/Menlo-Park/60-Gloria-Cir-94025/home/1898433,MLSListings,ML81770023,N,Y,37.4589392,-122.17134540000002
382,MLS Listing,,Single Family Residential,153 & 161 Stone Pine Ln,MENLO PARK,CA,94025,3950000,4.0,5.0,MENLO PARK,4300.0,3749.0,1948.0,122.0,919.0,367.0,Active,,,http://www.redfin.com/CA/Menlo-Park/161-Stone-Pine-Ln-94025/home/1625171,MLSListings,ML81769658,N,Y,37.4592782,-122.1914
383,MLS Listing,,Single Family Residential,2845 Fordham St,EAST PALO ALTO,CA,94303,949000,3.0,1.0,EAST PALO ALTO,1030.0,5000.0,1953.0,279.0,921.0,,Active,,,http://www.redfin.com/CA/East-Palo-Alto/2845-Fordham-St-94303/home/860919,MLSListings,ML81747618,N,Y,37.4813299,-122.1353287
384,MLS Listing,,Single Family Residential,1039 University Ave,PALO ALTO,CA,94301,12500000,5.0,4.5,PALO ALTO,5617.0,20000.0,2003.0,349.0,2225.0,,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/Palo-Alto/1039-University-Ave-94301/home/542240,MLSListings,ML81738043,N,Y,37.4552382,-122.1529394
385,Redfin Data,,Condo/Co-op,2140 Santa Cruz Ave Unit B105,Menlo Park,CA,94025,975000,2.0,2.0,Menlo Park,960.0,,1978.0,8.0,1016.0,,Pre On-Market,,,http://www.redfin.com/CA/Menlo-Park/2140-Santa-Cruz-Ave-94025/unit-B105/home/1894696,Coming Soon,48489,N,Y,37.4265285,-122.1941652
386,Redfin Data,,Single Family Residential,211 Alexander Ave,Redwood City,CA,94061,1188000,2.0,1.0,Redwood City,720.0,2550.0,1954.0,203.0,1650.0,,Pre On-Market,,,http://www.redfin.com/CA/Redwood-City/211-Alexander-Ave-94061/home/1402207,Coming Soon,38353,N,Y,37.457501,-122.2242065
387,MLS Listing,,Single Family Residential,1725 Hull Ave,REDWOOD CITY,CA,94061,2298000,3.0,3.5,REDWOOD CITY,2390.0,9450.0,1951.0,1.0,962.0,,Active,January-25-2020 12:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/1725-Hull-Ave-94061/home/885127,MLSListings,ML81779607,N,Y,37.4531029,-122.2266333
388,MLS Listing,,Single Family Residential,3519 Highland Ave,REDWOOD CITY,CA,94062,1475000,3.0,2.5,REDWOOD CITY,1890.0,7750.0,1962.0,1.0,780.0,,Active,,,http://www.redfin.com/CA/Redwood-City/3519-Highland-Ave-94062/home/1144615,MLSListings,ML81779846,N,Y,37.4682836,-122.2512753
389,MLS Listing,,Multi-Family (2-4 Unit),1934-1936 Woodside Rd,REDWOOD CITY,CA,94061,1475000,4.0,,REDWOOD CITY,1544.0,6750.0,1952.0,1.0,955.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/1934-Woodside-Rd-94061/home/877965,MLSListings,ML81779814,N,Y,37.4509303,-122.2310658
390,MLS Listing,,Condo/Co-op,1614 Hudson #310,REDWOOD CITY,CA,94061,650000,1.0,1.0,REDWOOD CITY,606.0,,1964.0,1.0,1073.0,437.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-310/home/1636466,MLSListings,ML81779764,N,Y,37.4689932,-122.2245015
391,MLS Listing,,Condo/Co-op,1614 Hudson St #217,REDWOOD CITY,CA,94061,450000,0.0,1.0,REDWOOD CITY,389.0,,1964.0,1.0,1157.0,437.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-217/home/2048006,MLSListings,ML81779761,N,Y,37.4689932,-122.2245015
392,MLS Listing,,Condo/Co-op,1614 Hudson St #304,REDWOOD CITY,CA,94061,425000,0.0,1.0,REDWOOD CITY,389.0,,1964.0,1.0,1093.0,437.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/1614-Hudson-St-94061/unit-304/home/1103459,MLSListings,ML81779758,N,Y,37.4689932,-122.2245015
393,MLS Listing,,Single Family Residential,2015 Madison Ave,REDWOOD CITY,CA,94061,1799000,3.0,2.0,REDWOOD CITY,1690.0,6000.0,1961.0,4.0,1064.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/2015-Madison-Ave-94061/home/1643633,MLSListings,ML81777688,N,Y,37.46901389999999,-122.2439631
394,MLS Listing,,Single Family Residential,628 Hurlingame Ave,REDWOOD CITY,CA,94063,1298000,5.0,3.5,REDWOOD CITY,1550.0,5000.0,1887.0,4.0,837.0,,Active,,,http://www.redfin.com/CA/Redwood-City/628-Hurlingame-Ave-94063/home/1124101,MLSListings,ML81779538,N,Y,37.4799447,-122.2090347
395,MLS Listing,,Single Family Residential,909 Nob Hill Rd,REDWOOD CITY,CA,94061,2400000,4.0,2.5,REDWOOD CITY,1850.0,24000.0,1958.0,5.0,1297.0,,Active,,,http://www.redfin.com/CA/Redwood-City/909-Nob-Hill-Rd-94061/home/1193304,MLSListings,ML81779501,N,Y,37.4619929,-122.25140829999998
396,MLS Listing,,Single Family Residential,1093 Eden Bower Ln,REDWOOD CITY,CA,94061,2739000,3.0,2.0,REDWOOD CITY,2310.0,31000.0,1963.0,5.0,1186.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:30 PM,http://www.redfin.com/CA/Redwood-City/1093-Eden-Bower-Ln-94061/home/1371846,MLSListings,ML81779423,N,Y,37.4513451,-122.25595049999998
397,MLS Listing,,Single Family Residential,37 Nevada St,REDWOOD CITY,CA,94062,2998000,4.0,3.0,REDWOOD CITY,1820.0,9100.0,1940.0,5.0,1647.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/37-Nevada-St-94062/home/807777,MLSListings,ML81779400,N,Y,37.4812353,-122.2500345
398,MLS Listing,,Single Family Residential,1214 Junipero Ave,REDWOOD CITY,CA,94061,1399000,4.0,2.0,REDWOOD CITY,1460.0,4698.0,1954.0,5.0,958.0,,Active,,,http://www.redfin.com/CA/Redwood-City/1214-Junipero-Ave-94061/home/1909462,MLSListings,ML81779390,N,Y,37.4665053,-122.2369606
399,MLS Listing,,Single Family Residential,807 Revere Way,REDWOOD CITY,CA,94062,1349000,2.0,1.0,REDWOOD CITY,930.0,8192.0,1947.0,6.0,1451.0,,Active,,,http://www.redfin.com/CA/Emerald-Hills/807-Revere-Way-94062/home/2053527,MLSListings,ML81779381,N,Y,37.4594801,-122.26616409999998
400,MLS Listing,,Condo/Co-op,850 Boardwalk Pl,REDWOOD CITY,CA,94065,898000,2.0,2.0,REDWOOD CITY,850.0,,1987.0,6.0,1056.0,503.0,Active,,,http://www.redfin.com/CA/Redwood-City/850-Boardwalk-Pl-94065/home/2022930,MLSListings,ML81779318,N,Y,37.537142,-122.250812
401,MLS Listing,,Single Family Residential,35 Palomar Oaks Ln,REDWOOD CITY,CA,94062,2980000,4.0,4.5,REDWOOD CITY,4330.0,21176.0,2013.0,7.0,688.0,157.0,Active,,,http://www.redfin.com/CA/Redwood-City/35-Palomar-Oaks-Ln-94062/home/21841556,MLSListings,ML81779209,N,Y,37.4773404,-122.2625086
402,MLS Listing,,Single Family Residential,132 Duggan Rd,REDWOOD CITY,CA,94062,3498000,5.0,3.5,REDWOOD CITY,3910.0,43560.0,1975.0,9.0,895.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/132-Duggan-Rd-94062/home/2053374,MLSListings,ML81778905,N,Y,37.4758282,-122.2685125
403,MLS Listing,,Single Family Residential,3615 Farm Hill Blvd,REDWOOD CITY,CA,94061,2498000,5.0,4.0,REDWOOD CITY,2748.0,12060.0,1959.0,9.0,909.0,,Active,January-25-2020 01:00 AM,January-25-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/3615-Farm-Hill-Blvd-94061/home/2020055,MLSListings,ML81778896,N,Y,37.462044874,-122.2497088
404,MLS Listing,,Multi-Family (2-4 Unit),660 Pine St,REDWOOD CITY,CA,94063,1128000,4.0,,REDWOOD CITY,1320.0,3920.0,1953.0,12.0,855.0,,Active,January-23-2020 01:00 PM,January-23-2020 01:30 PM,http://www.redfin.com/CA/Redwood-City/660-Pine-St-94063/home/1775200,MLSListings,ML81778754,N,Y,37.4834103,-122.219541
405,MLS Listing,,Single Family Residential,168 Oakdale St,REDWOOD CITY,CA,94062,1650000,3.0,2.0,REDWOOD CITY,1420.0,4850.0,1956.0,12.0,1162.0,,Active,,,http://www.redfin.com/CA/Redwood-City/168-Oakdale-St-94062/home/1999261,MLSListings,ML81778731,N,Y,37.489758,-122.2450267
406,MLS Listing,,Townhouse,550 Shorebird Cir #2105,REDWOOD CITY,CA,94065,1249000,2.0,2.5,REDWOOD CITY,1300.0,324407.0,1980.0,12.0,961.0,605.0,Active,,,http://www.redfin.com/CA/Redwood-City/550-Shorebird-Cir-94065/unit-2105/home/1939004,MLSListings,ML81778726,N,Y,37.53317420000001,-122.2549247
407,MLS Listing,,Single Family Residential,20 Danford Ct,REDWOOD CITY,CA,94062,3898000,4.0,4.5,REDWOOD CITY,4760.0,20395.0,2007.0,12.0,819.0,,Active,,,http://www.redfin.com/CA/Redwood-City/20-Danford-Ct-94062/home/12243325,MLSListings,ML81778723,N,Y,37.469852,-122.26055890000002
408,MLS Listing,,Single Family Residential,512 LAKEVIEW Way,REDWOOD CITY,CA,94062,3295000,4.0,3.5,REDWOOD CITY,3026.0,11440.0,2009.0,13.0,1089.0,,Active,January-26-2020 01:30 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/Emerald-Hills/512-Lakeview-Way-94062/home/1371091,MLSListings,ML81778666,N,Y,37.4698847,-122.2666515
409,MLS Listing,,Single Family Residential,454 Buena Vista Ave,REDWOOD CITY,CA,94061,3198000,5.0,5.5,REDWOOD CITY,3190.0,7500.0,2019.0,13.0,1003.0,,Active,,,http://www.redfin.com/CA/Redwood-City/454-Buena-Vista-Ave-94061/home/2059235,MLSListings,ML81778649,N,Y,37.4532853,-122.2213585
410,MLS Listing,,Townhouse,836 Lakeshore Dr #1311,Redwood Shores,CA,94065,1588000,3.0,3.0,Redwood Shores,2365.0,360197.0,1989.0,13.0,671.0,500.0,Active,,,http://www.redfin.com/CA/Redwood-City/836-Lakeshore-Dr-94065/unit-1311/home/170243683,MLSListings,ML81778601,N,Y,37.5362653,-122.2450848
411,MLS Listing,,Townhouse,140 Positano Cir,Redwood Shores,CA,94065,1458000,3.0,2.5,Redwood Shores,1363.0,382814.0,1996.0,13.0,1070.0,450.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/Redwood-City/140-Positano-Cir-94065/home/1969907,MLSListings,ML81778555,N,Y,37.5446389,-122.241651
412,MLS Listing,,Single Family Residential,3835 Hamilton Way,REDWOOD CITY,CA,94062,1775000,4.0,3.0,REDWOOD CITY,2220.0,7671.0,1947.0,16.0,800.0,,Active,,,http://www.redfin.com/CA/Emerald-Hills/3835-Hamilton-Way-94062/home/1616849,MLSListings,ML81778206,N,Y,37.4620633,-122.2607583
