,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
155,Condo/Co-op,1050 North Point St #1201,San Francisco,94109,2220000,1166,,1963,21,2.0,2.0,88593,134441,80359,20.6%,98,1903.9451114922813,1239610.9242345
156,Condo/Co-op,1450 Green St #7,San Francisco,94109,1695000,1465,,1927,21,2.0,1.5,88593,134441,80359,20.6%,98,1156.9965870307167,509869.60277628736
157,Condo/Co-op,1868 Van Ness Ave #702,San Francisco,94109,1595000,1105,,2017,21,2.0,2.0,88593,134441,80359,20.6%,98,1443.4389140271494,659586.7379202957
158,Condo/Co-op,1452 Bush #1,San Francisco,94109,1149000,1176,,2004,21,2.0,2.5,88593,134441,80359,20.6%,98,977.0408163265306,92309.6114919018
159,Condo/Co-op,1865 Clay St #6,San Francisco,94109,1750000,1720,,1914,21,3.0,2.0,88593,134441,80359,20.6%,98,1017.4418604651163,440322.1892167947
160,Condo/Co-op,999 Green St #2001,San Francisco,94109,2588000,1300,,1964,21,2.0,2.0,88593,134441,80359,20.6%,98,1990.7692307692307,1485958.0273771114
161,Condo/Co-op,2255 Franklin St,San Francisco,94109,2498000,2564,,1900,21,3.0,3.0,88593,134441,80359,20.6%,98,974.2589703588144,307160.3102985886
162,Condo/Co-op,1483 Sutter St #1506,San Francisco,94109,1200000,1130,,1993,21,2.0,2.0,88593,134441,80359,20.6%,98,1061.9469026548672,246511.06546395435
163,Single Family Residential,123 Bernard St,San Francisco,94109,2118848,2100,1380.0,1951,21,3.0,2.0,88593,134441,80359,20.6%,98,1008.9752380952381,457657.4090787703
164,Condo/Co-op,1760 Pacific Ave #9,San Francisco,94109,1995000,1975,,1905,21,2.0,2.0,88593,134441,80359,20.6%,98,1010.126582278481,292388.3724641488
165,Townhouse,1269 Lombard St Unit B,San Francisco,94109,2500000,1599,,2013,21,3.0,2.0,88593,134441,80359,20.6%,98,1563.4771732332708,1281086.8050529137
166,Condo/Co-op,1999 Broadway #52,San Francisco,94109,2225000,2200,,1927,21,3.0,2.5,88593,134441,80359,20.6%,98,1011.3636363636364,418347.2763934054
167,Condo/Co-op,1001 Pine St #501,San Francisco,94109,698000,675,,1963,21,1.0,1.0,88593,134441,80359,20.6%,98,1034.0740740740741,117963.91150099295
168,Condo/Co-op,2390 Hyde St Unit 1B,San Francisco,94109,2350000,1446,,1979,21,2.0,2.0,88593,134441,80359,20.6%,98,1625.1728907330566,1112753.2962906598
169,Condo/Co-op,1364 Union St Unit A,San Francisco,94109,2550000,1992,,1983,21,3.0,2.0,88593,134441,80359,20.6%,98,1280.120481927711,980590.5406080876
170,Condo/Co-op,1433 Bush St #801,San Francisco,94109,1785000,1166,,2019,21,3.0,2.0,88593,134441,80359,20.6%,98,1530.8747855917668,957425.4586912561
171,Condo/Co-op,2701 Van Ness Ave #206,San Francisco,94109,240913,528,,1929,21,0.0,1.0,88593,134441,80359,20.6%,98,456.2746212121212,-362895.1875674019
172,Condo/Co-op,1545 Pine St #1204,San Francisco,94109,1785000,1140,,2017,21,2.0,2.0,88593,134441,80359,20.6%,98,1565.7894736842106,817861.6278011419
173,Multi-Family (2-4 Unit),1257-1261 Lombard St,San Francisco,94109,2950000,3428,3436.0,1900,21,6.0,4.0,88593,134441,80359,20.6%,98,860.5600933488914,347734.5901814485
174,Condo/Co-op,1645 Pacific Ave Unit 4D,San Francisco,94109,2295000,1402,,2014,21,2.0,2.0,88593,134441,80359,20.6%,98,1636.9472182596292,1090949.6578270702
175,Multi-Family (2-4 Unit),1325 1327 California St,San Francisco,94109,2495000,2300,1477.0,1900,21,1.0,2.5,88593,134441,80359,20.6%,98,1084.7826086956522,275836.0673232777
176,Condo/Co-op,1840 Washington St #702,San Francisco,94109,1649000,985,,2012,21,2.0,2.0,88593,134441,80359,20.6%,98,1674.1116751269035,823313.7774776747
177,Condo/Co-op,575 27th St Unit C,San Francisco,94131,2350000,2300,,1986,31,3.0,2.5,137762,183275,84071,34.0%,71,1021.7391304347826,613872.8173501699
178,Condo/Co-op,7 Burnett #1,San Francisco,94131,1990000,2686,,1983,31,2.0,2.0,137762,183275,84071,34.0%,71,740.8786299329859,-199545.75313909445
179,Condo/Co-op,1772 Sanchez St,San Francisco,94131,1175000,1060,,1903,31,2.0,1.0,137762,183275,84071,34.0%,71,1108.4905660377358,593404.1175826025
180,Condo/Co-op,60 Ora Way Unit H205,San Francisco,94131,301316,480,,1975,31,0.0,1.0,137762,183275,84071,34.0%,71,627.7416666666667,-95331.14546263113
181,Single Family Residential,1348 Douglass St,San Francisco,94131,1475000,1651,2107.0,1947,31,3.0,2.0,137762,183275,84071,34.0%,71,893.3979406420351,394001.9043229264
182,Single Family Residential,8 Miguel St,San Francisco,94131,3995000,5070,,2007,31,4.0,6.5,137762,183275,84071,34.0%,71,787.9684418145956,-567674.5233708592
183,Single Family Residential,139 Gladeview Way,San Francisco,94131,1698000,2010,3733.0,1957,31,4.0,3.0,137762,183275,84071,34.0%,71,844.776119402985,334387.43692239886
184,Single Family Residential,279 Monterey Blvd,San Francisco,94131,1950000,2760,2800.0,2018,31,3.0,3.5,137762,183275,84071,34.0%,71,706.5217391304348,-328007.4295730279
185,Single Family Residential,91 Whitney St,San Francisco,94131,1295000,1007,1250.0,1900,31,2.0,2.0,137762,183275,84071,34.0%,71,1285.9980139026811,643209.975876388
186,Single Family Residential,1562-1564 Church St,San Francisco,94131,3499000,2590,2840.0,1900,31,5.0,4.0,137762,183275,84071,34.0%,71,1350.965250965251,1665251.6879355256
187,Condo/Co-op,5320 Diamond Heights Blvd Unit 106J,San Francisco,94131,629000,657,,1975,31,1.0,1.0,137762,183275,84071,34.0%,71,957.3820395738204,235427.58943010157
188,Multi-Family (5+ Unit),74 Crestline Dr,San Francisco,94131,8100000,9544,9413.0,1965,31,14.0,11.0,137762,183275,84071,34.0%,71,848.7007544006706,590468.6891523553
189,Single Family Residential,438 29th St,San Francisco,94131,4388888,3766,2848.0,1900,31,4.0,3.5,137762,183275,84071,34.0%,71,1165.3977695167287,1385066.92041033
190,Single Family Residential,255 Chestnut St,San Francisco,94133,11000000,5390,3550.0,1952,27,4.0,3.5,66811,115126,58218,16.6%,98,2040.8163265306123,6445223.19626065
191,Single Family Residential,36 Macondray Ln,San Francisco,94133,3995000,3373,1402.0,1900,27,4.0,3.0,66811,115126,58218,16.6%,98,1184.4055736732878,1337834.4799633538
192,Condo/Co-op,2230 Mason St Unit M202,San Francisco,94133,1150000,1071,,2001,27,2.0,2.0,66811,115126,58218,16.6%,98,1073.762838468721,351926.4436645529
193,Condo/Co-op,945 Green St #10,San Francisco,94133,12500000,3880,,1928,27,5.0,5.5,66811,115126,58218,16.6%,98,3221.6494845360826,9244417.03377346
194,Single Family Residential,1020 Broadway,San Francisco,94133,4990000,3500,4000.0,1908,27,6.0,3.5,66811,115126,58218,16.6%,98,1425.7142857142858,2483811.4947669064
195,Condo/Co-op,1101 Pacific Ave #203,San Francisco,94133,1149000,960,,2000,27,1.0,2.0,66811,115126,58218,16.6%,98,1196.875,288218.26209118543
196,Condo/Co-op,1731 Powell St #405,San Francisco,94133,1600000,1245,,2018,27,2.0,2.5,66811,115126,58218,16.6%,98,1285.140562248996,581555.4497066872
197,Condo/Co-op,466 Vallejo St,San Francisco,94133,3900000,2766,,1900,27,4.0,3.5,66811,115126,58218,16.6%,98,1409.9783080260304,1733634.451198989
198,Single Family Residential,1530 Eucalyptus Dr,San Francisco,94132,1329950,1213,2552.0,1950,33,0.0,1.0,74187,101936,35562,12.2%,53,1096.4138499587798,308152.6660940666
199,Single Family Residential,182 Morningside Dr,San Francisco,94132,1395000,2432,3798.0,1951,33,4.0,3.0,74187,101936,35562,12.2%,53,573.6019736842105,-315492.37437062385
200,Condo/Co-op,212 Summit Way,San Francisco,94132,1365000,1839,,2015,33,3.0,2.5,74187,101936,35562,12.2%,53,742.2512234910278,75685.57873556577
201,Condo/Co-op,3120 Franklin St #2,San Francisco,94123,899000,843,,1924,35,1.0,1.0,148276,206890,113535,35.3%,95,1066.429418742586,415550.857873759
202,Condo/Co-op,2920 Franklin St,San Francisco,94123,2700000,2021,,2019,35,2.0,3.0,148276,206890,113535,35.3%,95,1335.9722909450768,1056521.682492893
203,Condo/Co-op,2235 Beach St #201,San Francisco,94123,1950000,1570,,1929,35,2.0,2.0,148276,206890,113535,35.3%,95,1242.0382165605095,851324.7517978335
204,Condo/Co-op,1258 Francisco St,San Francisco,94123,3245000,2860,,1925,35,4.0,3.0,148276,206890,113535,35.3%,95,1134.6153846153845,1186010.1577684726
205,Condo/Co-op,2427 Franklin St,San Francisco,94123,2350000,2158,,1908,35,4.0,2.5,148276,206890,113535,35.3%,95,1088.9712696941613,989977.0986667194
206,Single Family Residential,2450 Francisco St,San Francisco,94123,4650000,4096,3438.0,1933,35,5.0,4.5,148276,206890,113535,35.3%,95,1135.25390625,1454433.0859252736
207,Multi-Family (2-4 Unit),1760 Union St,San Francisco,94123,3200000,3938,3711.0,1957,35,6.0,4.0,148276,206890,113535,35.3%,95,812.5952260030473,365981.4071605485
208,Multi-Family (2-4 Unit),3316-3320 Scott St,San Francisco,94123,5500000,3939,2495.0,1925,35,6.0,6.0,148276,206890,113535,35.3%,95,1396.2934755013962,2433572.143815015
209,Single Family Residential,1827 Silliman St,San Francisco,94134,1598888,2494,2748.0,1992,27,5.0,3.5,76229,101875,31223,11.0%,46,641.093825180433,-174991.26786141028
210,Single Family Residential,76 Cielito Dr,SAN FRANCISCO,94134,998000,1698,1999.0,1944,27,4.0,2.0,76229,101875,31223,11.0%,46,587.7502944640754,-30490.284325343557
211,Single Family Residential,1538 Visitacion Ave,San Francisco,94134,1250000,1260,1444.0,1944,27,0.0,1.0,76229,101875,31223,11.0%,46,992.063492063492,83282.3751319237
212,Single Family Residential,135 Alpha St,San Francisco,94134,748888,1110,2326.0,1962,27,2.0,1.0,76229,101875,31223,11.0%,46,674.6738738738738,41722.59026877419
213,Condo/Co-op,51 Innes Ct #306,San Francisco,94124,799000,1180,,2017,26,2.0,2.0,56607,84542,28457,9.9%,77,677.1186440677966,-118175.4072796416
214,Single Family Residential,1426 Underwood Ave,San Francisco,94124,799000,1596,3349.0,1940,26,3.0,2.0,56607,84542,28457,9.9%,77,500.6265664160401,-317027.25802254723
215,Condo/Co-op,15 Jennings Ct,San Francisco,94124,949000,1210,,1995,26,3.0,2.0,56607,84542,28457,9.9%,77,784.297520661157,172347.81722562364
216,Single Family Residential,1683 Newcomb Ave,San Francisco,94124,1199000,2908,2500.0,1890,26,4.0,5.0,56607,84542,28457,9.9%,77,412.3108665749656,-1289624.6767760362
217,Single Family Residential,2075 Quesada Ave,SAN FRANCISCO,94124,860000,1737,2495.0,1907,26,4.0,2.0,56607,84542,28457,9.9%,77,495.10650546919976,-214016.44062484195
218,Multi-Family (2-4 Unit),1919 Oakdale Ave,San Francisco,94124,655000,1750,2495.0,1900,26,4.0,2.0,56607,84542,28457,9.9%,77,374.2857142857143,-429462.7261464228
219,Condo/Co-op,800 Innes Ave #8,San Francisco,94124,850000,1594,,2004,26,2.0,2.0,56607,84542,28457,9.9%,77,533.249686323714,-439954.53147348086
220,Multi-Family (2-4 Unit),1767-1769 Oakdale Ave,San Francisco,94124,1300000,2000,2495.0,1900,26,5.0,2.5,56607,84542,28457,9.9%,77,650.0,93038.41195266694
221,Single Family Residential,321 Topeka Ave,San Francisco,94124,798800,1175,2173.0,1942,26,2.0,1.0,56607,84542,28457,9.9%,77,679.8297872340426,19293.415631812066
222,Single Family Residential,1369 Quesada Ave,San Francisco,94124,899000,2400,2495.0,1965,26,5.0,3.0,56607,84542,28457,9.9%,77,374.5833333333333,-742356.3911749884
223,Condo/Co-op,4800 3rd St #201,San Francisco,94124,242856,712,,2009,26,1.0,1.0,56607,84542,28457,9.9%,77,341.08988764044943,-293285.9760247172
224,Single Family Residential,30 Gilroy St,San Francisco,94124,1450000,2284,3333.0,1981,26,5.0,3.0,56607,84542,28457,9.9%,77,634.8511383537654,-89267.05891354219
225,Townhouse,548 Hudson Ave,San Francisco,94124,1210000,1522,,2019,26,3.0,2.5,56607,84542,28457,9.9%,77,795.0065703022339,86551.919418131
226,Single Family Residential,1667 Silver Ave,SAN FRANCISCO,94124,1200000,1500,2770.0,1908,26,5.0,2.0,56607,84542,28457,9.9%,77,800.0,504129.9787046858
227,Single Family Residential,1173 Hollister Ave,San Francisco,94124,449000,525,2495.0,1924,26,0.0,1.0,56607,84542,28457,9.9%,77,855.2380952380952,-64913.42535294546
228,Condo/Co-op,731 47th Ave #2,San Francisco,94121,970000,1125,,1929,42,2.0,1.0,95036,135025,56800,18.0%,65,862.2222222222222,514203.35605201416
229,Multi-Family (2-4 Unit),879-881 39th Ave,San Francisco,94121,2380000,3912,3600.0,1994,42,7.0,4.0,95036,135025,56800,18.0%,65,608.3844580777096,-153298.61959385546
230,Single Family Residential,466 40th Ave,San Francisco,94121,1299000,1310,3440.0,1917,42,2.0,1.0,95036,135025,56800,18.0%,65,991.6030534351145,677806.0485222986
231,Single Family Residential,882 25th Ave,San Francisco,94121,1995000,2216,2038.0,1923,42,3.0,2.5,95036,135025,56800,18.0%,65,900.2707581227437,536733.5368906644
232,Single Family Residential,787 30th Ave,San Francisco,94121,1595000,1726,1750.0,1941,42,3.0,3.0,95036,135025,56800,18.0%,65,924.1019698725377,518042.15679212287
233,Condo/Co-op,2133 Balboa St,San Francisco,94121,1480000,2050,,1924,42,4.0,3.0,95036,135025,56800,18.0%,65,721.9512195121952,276119.22286192887
234,Single Family Residential,478 17th Ave,San Francisco,94121,1875000,2224,2874.0,1915,42,3.0,2.0,95036,135025,56800,18.0%,65,843.0755395683453,470414.53804671206
235,Single Family Residential,659 26th Ave,SAN FRANCISCO,94121,1799950,2038,3000.0,1913,42,3.0,3.5,95036,135025,56800,18.0%,65,883.1943081452405,386130.68670410546
236,Condo/Co-op,499 33rd Ave #308,San Francisco,94121,1299000,1743,,2005,42,3.0,3.0,95036,135025,56800,18.0%,65,745.2667814113597,194405.82962896
237,Single Family Residential,110 El Camino Del Mar,San Francisco,94121,4000000,2835,11255.0,1947,42,3.0,3.0,95036,135025,56800,18.0%,65,1410.9347442680776,1916663.101752306
238,Multi-Family (2-4 Unit),644-646 25th Ave,San Francisco,94121,2399000,4151,3000.0,1988,42,6.0,4.0,95036,135025,56800,18.0%,65,577.9330281859793,-513302.6689241985
239,Single Family Residential,145 25th Ave,San Francisco,94121,4080000,3400,3120.0,1912,42,3.0,3.5,95036,135025,56800,18.0%,65,1200.0,1431811.7338970802
240,Condo/Co-op,2001 McAllister St #101,San Francisco,94118,1099000,1003,,2002,36,2.0,2.0,110216,163708,71567,24.8%,99,1095.7128614157527,517569.1743088458
241,Condo/Co-op,752 Lake St,San Francisco,94118,2250000,1755,,1911,36,3.0,2.0,110216,163708,71567,24.8%,99,1282.051282051282,1167830.920038843
242,Single Family Residential,214 9th Ave,San Francisco,94118,1995000,3210,2063.0,1908,36,4.0,3.5,110216,163708,71567,24.8%,99,621.4953271028037,-420153.1844224483
243,Condo/Co-op,4339 California St #3,San Francisco,94118,1749000,1658,,2001,36,4.0,2.0,110216,163708,71567,24.8%,99,1054.885404101327,901073.7437564994
244,Single Family Residential,155 San Leandro Way,San Francisco,94127,3295000,3312,4996.0,1925,32,5.0,3.0,158162,209277,76075,40.5%,72,994.8671497584542,938084.0301203304
245,Single Family Residential,131 Robinhood Dr,San Francisco,94127,1349000,1535,3336.0,1954,32,3.0,2.5,158162,209277,76075,40.5%,72,878.8273615635179,329650.62208968855
246,Single Family Residential,776 Junipero Serra Blvd,San Francisco,94127,1688000,1885,3741.0,1941,32,3.0,2.5,158162,209277,76075,40.5%,72,895.4907161803714,353883.1278280169
247,Condo/Co-op,8 Keystone Way Unit 3A,San Francisco,94127,749000,744,,1985,32,2.0,1.0,158162,209277,76075,40.5%,72,1006.7204301075269,455414.75877117924
248,Single Family Residential,70 Rockaway Ave,San Francisco,94127,1995000,2325,2439.0,1941,32,3.0,2.5,158162,209277,76075,40.5%,72,858.0645161290323,262053.1720443652
249,Single Family Residential,1283 Portola Dr,San Francisco,94127,2878000,2498,4120.0,2007,32,4.0,3.5,158162,209277,76075,40.5%,72,1152.1216973578862,1020336.3896670726
250,Condo/Co-op,253 Collingwood St Unit B,San Francisco,94141,2995000,2605,,1906,16,3.0,2.0,0,0,0,0,96,1149.7120921305182,798438.2589295246
251,Condo/Co-op,8 Octavia St Ph -2,San Francisco,94102,1395000,1001,,2014,18,2.0,2.0,41835,81606,49103,10.5%,97,1393.6063936063936,502696.63644471415
252,Condo/Co-op,55 Page St #314,San Francisco,94102,649000,476,,2008,18,0.0,1.0,41835,81606,49103,10.5%,97,1363.4453781512605,25501.433310265886
253,Condo/Co-op,750 Van Ness Ave #704,San Francisco,94102,499000,395,,2008,18,0.0,1.0,41835,81606,49103,10.5%,97,1263.2911392405063,-51077.59755683469
254,Condo/Co-op,111 Chestnut St #110,San Francisco,94111,899000,1005,,1993,14,1.0,1.0,110455,158067,95683,25.0%,100,894.5273631840796,-106598.28302168439
255,Condo/Co-op,101 Lombard St #28,San Francisco,94111,929000,864,,1983,14,1.0,1.0,110455,158067,95683,25.0%,100,1075.2314814814815,53119.056041751755
256,Condo/Co-op,420 N Mission Bay Blvd #705,San Francisco,94158,1675000,1141,,2012,14,2.0,2.0,153077,161731,86125,32.5%,85,1468.0105170902716,587202.1024404671
257,Condo/Co-op,1000 3rd St #912,San Francisco,94158,1740000,1276,,2018,14,2.0,2.0,153077,161731,86125,32.5%,85,1363.6363636363637,528687.5404308236
258,Townhouse,300 Berry St #448,San Francisco,94158,1479000,1199,,2009,14,2.0,2.0,153077,161731,86125,32.5%,85,1233.5279399499584,339202.20287517924
259,Condo/Co-op,480 Mission Bay Blvd #812,San Francisco,94158,6000,1273,,2012,14,2.0,2.0,153077,161731,86125,32.5%,85,4.713275726630008,-1201446.8842946284
260,Condo/Co-op,300 Berry St #516,San Francisco,94158,848000,666,,2009,14,1.0,1.0,153077,161731,86125,32.5%,85,1273.2732732732732,146625.32228465728
261,Condo/Co-op,330 Berry St #226,San Francisco,94158,479108,885,,2009,14,2.0,2.0,153077,161731,86125,32.5%,85,541.3649717514124,-376070.2377701246
262,Condo/Co-op,1000 3rd St #303,San Francisco,94158,1888000,1234,,2018,14,2.0,2.0,153077,161731,86125,32.5%,85,1529.9837925445704,714757.6725738083
263,Condo/Co-op,325 China Basin St #307,San Francisco,94158,899000,775,,2008,14,1.0,1.0,153077,161731,86125,32.5%,85,1160.0,99015.31174334767
264,Condo/Co-op,1000 3rd St #1305,San Francisco,94158,1895000,1218,,2018,14,2.0,2.0,153077,161731,86125,32.5%,85,1555.8292282430214,736260.5800568503
265,Condo/Co-op,333 Bush St #4206,San Francisco,94104,2399000,1798,,1987,9,2.0,2.0,52679,140675,70085,15.8%,0,1334.2602892102336,634232.3974640637
266,Single Family Residential,3330 Alameda De Las Pulgas,MENLO PARK,94025,2488000,2020,6655.0,1921,25,4.0,2.0,151279,225722,80653,39.0%,90,1231.6831683168316,1137544.6829267093
267,Single Family Residential,211 Laurel St,MENLO PARK,94025,2875000,1870,7820.0,1954,25,3.0,2.0,151279,225722,80653,39.0%,90,1537.433155080214,1490691.750988215
268,Condo/Co-op,1155 Merrill St #305,MENLO PARK,94025,1599000,1598,,2002,25,3.0,2.0,151279,225722,80653,39.0%,90,1000.6257822277847,452070.9372281034
269,Single Family Residential,1108 Henderson Ave,MENLO PARK,94025,1185888,1310,4720.0,1954,25,3.0,1.0,151279,225722,80653,39.0%,90,905.2580152671756,427989.6756992098
270,Single Family Residential,565 Olive St,MENLO PARK,94025,3988000,2790,10174.0,1952,25,5.0,3.0,151279,225722,80653,39.0%,90,1429.3906810035842,1978374.7991303708
271,Single Family Residential,765 Cotton St,MENLO PARK,94025,6788000,5088,10710.0,2003,25,6.0,4.5,151279,225722,80653,39.0%,90,1334.119496855346,2670952.23556301
272,Single Family Residential,3 Helen Pl,MENLO PARK,94025,4750000,3040,10600.0,1951,25,5.0,3.5,151279,225722,80653,39.0%,90,1562.5,2454553.83499249
273,Single Family Residential,693 9th Ave,MENLO PARK,94025,1529000,1260,7169.0,1953,25,3.0,1.5,151279,225722,80653,39.0%,90,1213.4920634920634,757210.2268683636
274,Single Family Residential,623 Woodland Ave,MENLO PARK,94025,2795000,1630,10932.0,1950,25,3.0,3.0,151279,225722,80653,39.0%,90,1714.723926380368,1510191.3871769651
275,Townhouse,1260 Trinity Dr,MENLO PARK,94025,2295000,2700,2848.0,1986,25,3.0,2.5,151279,225722,80653,39.0%,90,850.0,92835.84992193803
276,Condo/Co-op,675 Sharon Park Dr #143,MENLO PARK,94025,1248000,1411,,1968,25,3.0,2.0,151279,225722,80653,39.0%,90,884.479092841956,277069.2557911966
277,Single Family Residential,1080 Klamath Dr,MENLO PARK,94025,3888000,4243,15860.0,2006,25,4.0,4.0,151279,225722,80653,39.0%,90,916.3327834079661,268691.68050491903
278,Condo/Co-op,803 Curtis St,MENLO PARK,94025,1449000,1218,22598.0,1981,25,2.0,2.5,151279,225722,80653,39.0%,90,1189.655172413793,427609.7400493723
279,Single Family Residential,1395 Santa Cruz Ave,MENLO PARK,94025,2850000,1843,11990.0,1952,25,3.0,1.5,151279,225722,80653,39.0%,90,1546.3917525773195,1549951.5821419389
280,Single Family Residential,916 Hermosa Way,MENLO PARK,94025,4900000,3300,21708.0,1981,25,5.0,3.0,151279,225722,80653,39.0%,90,1484.8484848484848,2422554.269187935
281,Single Family Residential,2098 Cedar Ave,MENLO PARK,94025,3100000,2968,5664.0,1922,25,4.0,3.0,151279,225722,80653,39.0%,90,1044.4743935309973,771248.2050650367
282,Single Family Residential,1700 Bay Laurel Dr,MENLO PARK,94025,5895000,3693,13146.0,1948,25,5.0,2.5,151279,225722,80653,39.0%,90,1596.2632006498782,3127035.2262061127
283,Single Family Residential,1866 Valparaiso Ave,MENLO PARK,94025,3095000,400,16860.0,1940,25,1.0,1.0,151279,225722,80653,39.0%,90,7737.5,2837602.8945662305
284,Single Family Residential,5 Brent Ct,MENLO PARK,94025,3995000,4500,6500.0,1975,25,4.0,4.5,151279,225722,80653,39.0%,90,887.7777777777778,89257.09495059634
285,Single Family Residential,1290 Bay Laurel Dr,MENLO PARK,94025,5395000,1880,20900.0,1948,25,4.0,2.5,151279,225722,80653,39.0%,90,2869.68085106383,4106882.7814544104
286,Condo/Co-op,675 Sharon Park Dr #316,MENLO PARK,94025,749000,739,232738.0,1968,25,1.0,1.0,151279,225722,80653,39.0%,90,1013.531799729364,178973.2350357176
